Monday/Poniedziałek,30.11.15,"7,06",,,,2 500,,#N/D,18,"0,30",,,,,
Wednesday/Środa,28.12.16,,,,,,,#N/D,,#N/D,,,,,
Thursday/Czwartek,29.12.16,,,,,,,#N/D,,#N/D,,,,,
Friday/Piątek,30.12.16,,,,,,,#N/D,,#N/D,,,,,
Saturday/Sobota,31.12.16,,,,,,,#N/D,,#N/D,,,,,
Sunday/Niedziela,01.01.17,,,,,,,,,#N/D,,,,,
Monday/Poniedziałek,02.01.17,,,,,,,,,#N/D,,,,,
Tuesday/Wtorek,03.01.17,,,,,,,,,#N/D,,,,,
Wednesday/Środa,04.01.17,,,,,,,,,#N/D,,,,,
Thursday/Czwartek,05.01.17,,,,,,,,,#N/D,,,,,
Friday/Piątek,06.01.17,,,,,,,,,#N/D,,,,,
Saturday/Sobota,07.01.17,,,,,,,,,#N/D,,,,,
Sunday/Niedziela,08.01.17,,,,,,,,,#N/D,,,,,
Monday/Poniedziałek,09.01.17,,,,,4 500,,,,#N/D,,,,,
Tuesday/Wtorek,10.01.17,"7,35","28,9",4 100,,5 000,3 650,"0,73",14,"0,23","155,00",248,98,,18
Wednesday/Środa,11.01.17,"7,17","29,9",4 800,108,5 000,3 650,"0,73",12,"0,20","135,00",,101,16,15
Thursday/Czwartek,12.01.17,"7,20","30,7",5 600,,6 000,4 380,"0,73",25,"0,42",,296,96,,16
Friday/Piątek,13.01.17,"7,08","31,3",4 900,1 000,5 500,4 015,"0,73",25,"0,42","150,00",,94,,18
Saturday/Sobota,14.01.17,,,,,,0,#DZIEL/0!,,#N/D,,,,,
Sunday/Niedziela,15.01.17,,,,,,0,#DZIEL/0!,,#N/D,,,,,
Monday/Poniedziałek,16.01.17,"7,14","32,1",5 100,,5 500,4 125,"0,75",43,"0,72","190,00",,101,,
Tuesday/Wtorek,17.01.17,"7,13","31,8",6 000,299,6 000,4 500,"0,75",21,"0,35",,335,88,,0
Wednesday/Środa,18.01.17,"7,08","32,3",5 500,123,5 500,4 125,"0,75",248,"4,13","175,00",,98,14,
Thursday/Czwartek,19.01.17,"7,00","33,9",6 300,114,6 500,4 875,"0,75",19,"0,32",,391,72,,16
Friday/Piątek,20.01.17,"7,03",,,242,6 000,4 500,"0,75",19,"0,32","220,00",,111,,18
Saturday/Sobota,21.01.17,,,,,5 400,4 050,"0,75",,#N/D,,,,,
Sunday/Niedziela,22.01.17,,,,,5 400,4 050,"0,75",,#N/D,,,,,
Monday/Poniedziałek,23.01.17,"7,08","35,0",3 271,,5 400,4 050,"0,75",19,"0,32","220,00",298,76,25,23
Tuesday/Wtorek,24.01.17,"7,08","34,4",8 400,,6 500,4 875,"0,75",18,"0,30",,442,46,20,
Wednesday/Środa,25.01.17,"7,20","35,7",4 694,175,4 600,3 450,"0,75",37,"0,62","190,00",,107,19,
Thursday/Czwartek,26.01.17,"7,20","36,3",9 900,,5 100,3 825,"0,75",18,"0,30",,378,102,,23
Friday/Piątek,27.01.17,"7,30","35,6",7 600,368,5 666,4 250,"0,75",0,"0,00","190,00",,111,,34
Saturday/Sobota,28.01.17,,,,,5 666,4 250,"0,75",,#N/D,,,,,
Sunday/Niedziela,29.01.17,,,,,5 666,4 250,"0,75",,#N/D,,,,,
Monday/Poniedziałek,30.01.17,"7,20","35,8",5 900,,5 100,3 825,"0,75",14,"0,23","205,00",,121,46,42
Tuesday/Wtorek,31.01.17,,"35,5",3 623,,5 950,4 463,"0,75",21,"0,35","205,00",,107,,47
Wednesday/Środa,01.02.17,"7,20","35,1",7 600,1 124,6 800,5 100,"0,75",3,"0,05","230,00",410,112,46,44
Thursday/Czwartek,02.02.17,"7,23","34,9",7 200,,5 400,4 050,"0,75",21,"0,35",,247,104,,20
Friday/Piątek,03.02.17,"7,34","34,9",5 000,,5 000,3 750,"0,75",26,"0,43","175,00",,75,,20
Saturday/Sobota,04.02.17,,,,,5 000,3 750,"0,75",,#N/D,,,,,
Sunday/Niedziela,05.02.17,,,,,5 000,3 750,"0,75",,#N/D,,,,,
Monday/Poniedziałek,06.02.17,"7,37",,3 700,,5 400,4 050,"0,75",22,"0,37","230,00",,111,,18
Tuesday/Wtorek,07.02.17,"7,26","34,9",7 100,,5 400,4 050,"0,75",15,"0,25",,262,94,,14
Wednesday/Środa,08.02.17,"7,23","34,7",3 600,,5 250,3 938,"0,75",73,"1,22","270,00",,89,12,11
Thursday/Czwartek,09.02.17,"7,23","34,9",3 000,,4 750,3 563,"0,75",8,"0,13","280,00",263,83,,6
Friday/Piątek,10.02.17,"7,13","35,4",6 913,1 601,5 000,3 750,"0,75",0,"0,00","240,00",,88,,8
Saturday/Sobota,11.02.17,,,,,,,,,#N/D,,,,,
Sunday/Niedziela,12.02.17,,,,,,,,,#N/D,,,,,
Monday/Poniedziałek,13.02.17,"7,21","34,7",2 400,,3 100,2 139,"0,69",6,"0,10","230,00",,84,,12
Tuesday/Wtorek,14.02.17,"7,10","35,1",6 500,,4 500,3 105,"0,69",0,"0,00",,193,86,,9
Wednesday/Środa,15.02.17,"7,39","35,4",3 100,<1000,5 000,2 800,"0,56",1,"0,02","285,00",,88,5,4
Thursday/Czwartek,16.02.17,"7,20","35,5",6 200,,5 000,2 800,"0,56",121,"2,01","260,00",258,72,,5
Friday/Piątek,17.02.17,"7,27","35,6",7 600,310,4 500,2 520,"0,56",0,"0,00","280,00",,78,,4
Saturday/Sobota,18.02.17,,,,,4 500,2 520,"0,56",,#N/D,,,,,
Sunday/Niedziela,19.02.17,,,,,,,,,#N/D,,,,,
Monday/Poniedziałek,20.02.17,"7,05","36,4",6 500,,7 500,4 200,"0,56",25,"0,42","240,00",,29,,0
Tuesday/Wtorek,21.02.17,"7,05","35,4",7 500,,8 500,4 760,"0,56",8,"0,13","240,00",405,42,,5
Wednesday/Środa,22.02.17,"7,19","35,2",6 900,300,8 500,4 760,"0,56",39,"0,65","250,00",,46,8,8
Thursday/Czwartek,23.02.17,"7,14","35,4",6 700,,9 000,5 040,"0,56",21,"0,35","280,00",392,51,,12
Friday/Piątek,24.02.17,"7,08",,6 100,179,8 000,4 480,"0,56",21,"0,35","260,00",,54,,14
Saturday/Sobota,25.02.17,,,,,8 000,4 480,"0,56",,#N/D,,,,,
Sunday/Niedziela,26.02.17,,,,,8 500,4 760,"0,56",,#N/D,,,,,
Monday/Poniedziałek,27.02.17,"7,09","35,7",7 000,,9 000,5 040,"0,56",17,"0,28","230,00",,49,,21
Tuesday/Wtorek,28.02.17,"7,02","35,6",6 800,,7 000,3 920,"0,56",42,"0,70","220,00",339,41,,18
Wednesday/Środa,01.03.17,"7,31","36,1",6 500,130,8 000,4 480,"0,56",21,"0,35","280,00",,43,11,11
Thursday/Czwartek,02.03.17,"7,38","36,0",5 700,,7 500,4 200,"0,56",18,"0,30","310,00",379,45,,7
Friday/Piątek,03.03.17,"7,33","36,1",5 900,112,8 500,4 760,"0,56",25,"0,42","290,00",,46,,5
Saturday/Sobota,04.03.17,,,,,8 000,4 480,"0,56",,#N/D,,,,,
Sunday/Niedziela,05.03.17,,,,,,,,,#N/D,,,,,
Monday/Poniedziałek,06.03.17,"7,25","37,2",4 800,,7 500,4 575,"0,61",12,"0,20","240,00",,76,,13
Tuesday/Wtorek,07.03.17,"7,07","35,5",4 500,,7 000,4 270,"0,61",10,"0,17","260,00",278,79,,13
Wednesday/Środa,08.03.17,"7,05",,,300,7 000,4 270,"0,61",7,"0,12","260,00",,44,13,12
Thursday/Czwartek,09.03.17,"7,10","36,0",7 900,,7 000,3 710,"0,53",22,"0,37","290,00",160,58,,9
Friday/Piątek,10.03.17,,,,,7 000,3 710,"0,53",,#N/D,,,,,
Saturday/Sobota,11.03.17,,,,,7 000,3 710,"0,53",,#N/D,,,,,
Sunday/Niedziela,12.03.17,,,,,7 000,3 710,"0,53",,#N/D,,,,,
Monday/Poniedziałek,13.03.17,"7,12","35,6",7 200,,6 600,3 498,"0,53",14,"0,23","300,00",220,44,,7
Tuesday/Wtorek,14.03.17,,"35,4",5 300,,6 600,3 498,"0,53",79,"1,32","255,00",,10,,5
Wednesday/Środa,15.03.17,"6,95","35,9",4 200,,7 000,3 710,"0,53",14,"0,23","350,00",175,13,5,4
Thursday/Czwartek,16.03.17,"7,13","35,3",9 300,,7 400,3 922,"0,53",11,"0,18","290,00",279,17,,4
Friday/Piątek,17.03.17,"7,04",,7 100,,7 000,3 710,"0,53",35,"0,58","320,00",,17,,3
Saturday/Sobota,18.03.17,,,,,7 000,3 710,"0,53",,#N/D,,,,,
Sunday/Niedziela,19.03.17,,,,,,,,,#N/D,,,,,
Monday/Poniedziałek,20.03.17,"7,09","34,5",4 500,,7 000,3 710,"0,53",0,"0,00","290,00",,24,,4
Tuesday/Wtorek,21.03.17,"7,11","34,8",5 900,,5 800,3 074,"0,53",50,"0,83","295,00",88,15,,3
Wednesday/Środa,22.03.17,"7,12","35,0",7 300,,5 700,3 021,"0,53",35,"0,58",,208,9,1,2
Thursday/Czwartek,23.03.17,"6,98","35,5",5 800,,6 000,3 180,"0,53",29,"0,48","280,00",,9,3,0
Friday/Piątek,24.03.17,"7,24","35,7",7 100,,6 000,3 240,"0,54",3,"0,05",,,22,,3
Saturday/Sobota,25.03.17,,,,,6 000,3 240,"0,54",,#N/D,,,,,
Sunday/Niedziela,26.03.17,,,,,6 000,3 240,"0,54",,#N/D,,,,,
Monday/Poniedziałek,27.03.17,"7,24","37,0",6 600,,6 000,3 240,"0,54",20,"0,33","255,00",74,82,,7
Tuesday/Wtorek,28.03.17,"7,14","35,5",5 800,,7 000,3 780,"0,54",11,"0,18",,144,54,,6
Wednesday/Środa,29.03.17,"7,10","36,0",9 100,,7 000,3 780,"0,54",49,"0,82","235,00",,57,6,6
Thursday/Czwartek,30.03.17,"7,14","35,1",8 100,,7 000,3 780,"0,54",11,"0,18",,375,58,,6
Friday/Piątek,31.03.17,"7,16","36,3",6 100,,7 200,3 888,"0,54",6,"0,10","300,00",,50,,4
Saturday/Sobota,01.04.17,,,,,7 200,3 888,"0,54",,#N/D,,,,,
Sunday/Niedziela,02.04.17,,,,,,0,"0,54",,#N/D,,,,,
Monday/Poniedziałek,03.04.17,"7,20","36,4",5 000,,7 400,3 996,"0,54",18,"0,30","285,00",,59,,6
Tuesday/Wtorek,04.04.17,"7,18","36,0",6 600,,7 600,4 104,"0,54",24,"0,40","260,00",,69,,5
Wednesday/Środa,05.04.17,"7,11","36,1",7 200,,7 400,3 996,"0,54",39,"0,65","260,00",,81,9,5
Thursday/Czwartek,06.04.17,"7,21","36,1",6 500,,7 000,3 780,"0,54",30,"0,50","305,00",297,74,,4
Friday/Piątek,07.04.17,"7,16","36,3",5 700,,7 000,3 780,"0,54",22,"0,37",,,47,,4
Saturday/Sobota,08.04.17,,"36,4",,,7 000,3 780,"0,54",,#N/D,,,,,
Sunday/Niedziela,09.04.17,,"36,7",,,,,"0,54",,#N/D,,,,,
Monday/Poniedziałek,10.04.17,"7,03","36,6",6 200,,7 300,3 796,"0,52",57,"0,95","210,00",443,73,,8
Tuesday/Wtorek,11.04.17,,"35,6",6 300,,8 000,4 160,"0,52",0,"0,00","210,00",,52,,5
Wednesday/Środa,12.04.17,"7,17","36,5",8 900,1 005,8 000,4 160,"0,52",18,"0,30","185,00",345,52,5,5
Thursday/Czwartek,13.04.17,"6,96","36,2",5 900,,8 000,4 160,"0,52",86,"1,43",,,42,,5
Friday/Piątek,14.04.17,"6,98",,5 000,,8 000,4 160,"0,52",19,"0,32","225,00",,38,,7
Saturday/Sobota,15.04.17,,,,,8 000,4 160,"0,52",,#N/D,,,,,
Sunday/Niedziela,16.04.17,,"36,5",,,,,,,#N/D,,,,,
Monday/Poniedziałek,17.04.17,,,,,,,,,#N/D,,,,,
Tuesday/Wtorek,18.04.17,"7,14","34,9",7 200,,8 200,4 264,"0,52",51,"0,85","190,00",276,43,,13
Wednesday/Środa,19.04.17,"7,14",,3 800,184,8 200,4 264,"0,52",8,"0,13",,,18,7,6
Thursday/Czwartek,20.04.17,,"35,9",6 200,,8 200,4 264,"0,52",11,"0,18","165,00",253,27,,6
Friday/Piątek,21.04.17,"6,95","36,1",6 000,261,8 200,4 264,"0,52",44,"0,73","160,00",,33,,7
Saturday/Sobota,22.04.17,,"35,7",,,8 200,4 264,"0,52",,#N/D,,,,,
Sunday/Niedziela,23.04.17,,"36,7",,,8 200,4 264,"0,52",,#N/D,,,,,
Monday/Poniedziałek,24.04.17,"7,00",,8 500,,8 200,4 264,"0,52",15,"0,25","135,00",,42,,7
Tuesday/Wtorek,25.04.17,"6,93","36,4",6 900,,8 600,4 472,"0,52",19,"0,32","130,00",353,23,,6
Wednesday/Środa,26.04.17,"7,14","36,1",7 500,,8 400,4 368,"0,52",14,"0,23","115,00",298,22,5,4
Thursday/Czwartek,27.04.17,"6,95","35,8",7 600,,8 600,4 472,"0,52",15,"0,25","100,00",,30,,
Friday/Piątek,28.04.17,"7,04","35,8",7 500,229,8 600,4 472,"0,52",32,"0,53",,,70,,3
Saturday/Sobota,29.04.17,,,,,,0,"0,52",,#N/D,,,,,
Sunday/Niedziela,30.04.17,,,,,,0,"0,52",,#N/D,,,,,
Monday/Poniedziałek,01.05.17,,,,,,0,"0,52",,#N/D,,,,,
Tuesday/Wtorek,02.05.17,"7,04",,8 500,,9 250,4 810,"0,52",26,"0,43","120,00",306,58,,5
Wednesday/Środa,03.05.17,"7,00",,6 500,385,8 400,4 368,"0,52",,#N/D,,,,,
Thursday/Czwartek,04.05.17,"7,00",,6 800,,9 200,4 784,"0,52",14,"0,23","115,00",453,47,5,5
Friday/Piątek,05.05.17,"7,10",,6 900,534,9 700,5 044,"0,52",37,"0,62",,,45,,5
Saturday/Sobota,06.05.17,,,,,,0,"0,52",,#N/D,,,,,
Sunday/Niedziela,07.05.17,,,,,,0,"0,52",,#N/D,,,,,
Monday/Poniedziałek,08.05.17,"7,00",,7 300,105,9 750,5 070,"0,52",43,"0,72","120,00",,24,,5
Tuesday/Wtorek,09.05.17,"7,29",,7 200,,9 000,4 680,"0,52",17,"0,28",,315,19,,4
Wednesday/Środa,10.05.17,"6,95",,7 100,128,9 000,4 680,"0,52",24,"0,40","90,00",291,16,4,3
Thursday/Czwartek,11.05.17,"7,11",,5 900,,8 000,4 160,"0,52",49,"0,82",,238,20,,5
Friday/Piątek,12.05.17,"7,00",,6 000,124,8 000,4 160,"0,52",17,"0,28","95,00",,21,,4
Saturday/Sobota,13.05.17,,,,,,0,"0,52",,#N/D,,,,,
Sunday/Niedziela,14.05.17,,,,,,0,"0,52",,#N/D,,,,,
Monday/Poniedziałek,15.05.17,,,3 700,,8 000,4 160,"0,52",40,"0,67","110,00",,62,,4
Tuesday/Wtorek,16.05.17,"7,08",,6 200,,7 200,3 744,"0,52",11,"0,18","100,00",,65,,7
Wednesday/Środa,17.05.17,"7,11","36,7",,294,6 800,3 536,"0,52",55,"0,92",,,73,6,5
Thursday/Czwartek,18.05.17,,,,,7 400,3 848,"0,52",,#N/D,,,,,
Friday/Piątek,19.05.17,"7,06",,6 200,200,7 000,3 640,"0,52",35,"0,58","120,00",,81,,7
Saturday/Sobota,20.05.17,,,,,,,"0,52",,#N/D,,,,,
Sunday/Niedziela,21.05.17,,,,,,,"0,52",,#N/D,,,,,
Monday/Poniedziałek,22.05.17,"7,28",,6 500,,7 000,3 640,"0,52",64,"1,07","100,00",,106,,6
Tuesday/Wtorek,23.05.17,"7,13",,6 600,,7 100,3 692,"0,52",3,"0,05",,364,101,,7
Wednesday/Środa,24.05.17,"7,11",,5 800,,6 800,3 536,"0,52",39,"0,65","105,00",,48,,4
Thursday/Czwartek,25.05.17,"7,00",,5 000,,7 000,3 640,"0,52",25,"0,42",,292,50,,6
Friday/Piątek,26.05.17,"7,11",,4 800,107,7 000,3 640,"0,52",12,"0,20",,,52,,6
Saturday/Sobota,27.05.17,,,,,,0,"0,52",,#N/D,,,,,
Sunday/Niedziela,28.05.17,,,,,,0,"0,52",,#N/D,,,,,
Monday/Poniedziałek,29.05.17,,,5 900,,6 600,3 432,"0,52",55,"0,92","100,00",,92,,9
Tuesday/Wtorek,30.05.17,"7,05",,5 000,,7 200,3 744,"0,52",40,"0,67",,269,48,,12
Wednesday/Środa,31.05.17,"6,95",,5 900,,6 800,3 536,"0,52",18,"0,30","105,00",,80,10,9
Thursday/Czwartek,01.06.17,"7,09",,5 300,,6 400,3 328,"0,52",11,"0,18",,337,78,,10
Friday/Piątek,02.06.17,,,,,,0,"0,52",,#N/D,,,,,
Saturday/Sobota,03.06.17,,,,,,0,"0,52",,#N/D,,,,,
Sunday/Niedziela,04.06.17,,,,,,0,"0,52",,#N/D,,,,,
Monday/Poniedziałek,05.06.17,"7,20",,4 900,,6 600,3 432,"0,52",3,"0,05","90,00",,85,,10
Tuesday/Wtorek,06.06.17,,,,,,0,"0,52",,#N/D,,,,,
Wednesday/Środa,07.06.17,,,,,,0,"0,52",,#N/D,,,,,
Thursday/Czwartek,08.06.17,,,5 800,,7 400,3 848,"0,52",88,"1,47","100,00",,91,,8
Friday/Piątek,09.06.17,,,5 700,268,6 875,3 575,"0,52",46,"0,77",,,103,5,4
Saturday/Sobota,10.06.17,,,,,,0,"0,52",,#N/D,,,,,
Sunday/Niedziela,11.06.17,,,,,,0,"0,52",,#N/D,,,,,
Monday/Poniedziałek,12.06.17,,,,,6 000,3 120,"0,52",,#N/D,,,,,
Tuesday/Wtorek,13.06.17,"7,12",,5 900,,6 200,3 224,"0,52",24,"0,40",,333,101,,2
Wednesday/Środa,14.06.17,"7,00",,5 200,230,6 579,3 421,"0,52",49,"0,82","150,00",397,125,5,3
Thursday/Czwartek,15.06.17,,,,,,,"0,52",,#N/D,,,,,
Friday/Piątek,16.06.17,"6,94",,5 400,877,6 600,3 432,"0,52",21,"0,35","100,00",325,115,,7
Saturday/Sobota,17.06.17,,,,,,,"0,52",,#N/D,,,,,
Sunday/Niedziela,18.06.17,,,,,,,"0,52",,#N/D,,,,,
Monday/Poniedziałek,19.06.17,"7,14",,5 600,,6 800,3 536,"0,52",32,"0,53","150,00",363,113,,5
Tuesday/Wtorek,20.06.17,,,7 400,,6 900,3 588,"0,52",19,"0,32",,,102,,5
Wednesday/Środa,21.06.17,"7,25",,6 900,,7 000,3 640,"0,52",62,"1,03",,,137,9,8
Thursday/Czwartek,22.06.17,"7,16",,8 500,,8 300,4 316,"0,52",161,"2,68","135,00",485,102,,10
Friday/Piątek,23.06.17,,,,,,,,,,,,,,
Saturday/Sobota,24.06.17,,,,,,,,,,,,,,
Sunday/Niedziela,25.06.17,,,,,,,,,,,,,,
Monday/Poniedziałek,26.06.17,,,,,,,,,,,,,,
Tuesday/Wtorek,27.06.17,,,,,,,,,,,,,,
Wednesday/Środa,21.06.17,,,,,,,,,,,,,,
Thursday/Czwartek,22.06.17,,,,,,,,,,,,,,
